protein,calories,diet_type,dietary_restrictions,allergy_note,goal,session_minutes,fitness_level,activity_level,current_weight,target_calories,weeks,avg_daily_steps,bmi,resting_heart_rate,weekly_workouts,diet_quality,meal_recommendation,workout_recommendation,fitness_level_class,predicted_weight,workout_exercises,meal_highlights,fitness_guidance
26.08,881.16,veg,none,,muscle,71,advanced,high,59.19,2835.27,24,13889.61,17.2,50.33,11,good,Tofu Power Bowl,Push Pull Legs Intense,advanced,57.93,Barbell Back Squat|Bench Press|Bent-Over Row|Overhead Press|Conventional Deadlift,"Balanced tofu bowl with quinoa, greens, and seeds.","Periodize training, recover well, and target performance blocks."
27.19,713.69,veg,egg_allergy,,muscle,67,intermediate,low,102.81,1580.28,18,7963.05,25.01,77.51,6,average,Chickpea Spinach Stir Fry,Upper Lower Strength Split,beginner,101.92,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,Plant-protein chickpeas with sauteed spinach.,"Focus on form, 3 sessions/week, and progressive consistency."
48.02,484.2,veg,none,,muscle,56,beginner,moderate,85.41,1526.08,23,6802.11,21.14,68.25,10,good,High-Protein Chickpea Stir Fry,Full Body Strength Basics,advanced,83.46,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,High-protein chickpea meal for muscle gain.,"Periodize training, recover well, and target performance blocks."
23.65,353.5,non_veg,soy_allergy,,fat_loss,88,advanced,moderate,84.66,2605.85,14,14846.14,22.06,86.4,9,poor,Grilled Fish Salad,Athlete HIIT Blast,intermediate,84.69,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,Omega-rich fish with fresh vegetables and olive oil.,Use progressive overload and mix strength with conditioning.
18.34,587.33,veg,none,,muscle,76,intermediate,high,53.82,2425.3,9,3387.3,35.29,53.64,5,average,Tofu Power Bowl,Volume Hypertrophy Session,intermediate,53.05,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,"Balanced tofu bowl with quinoa, greens, and seeds.",Use progressive overload and mix strength with conditioning.
24.58,622.77,non_veg,none,,maintenance,23,intermediate,low,52.98,1373.25,8,11420.06,26.24,61.74,5,poor,Turkey Rice Bowl,Express Bodyweight Burner,beginner,51.85,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
14.64,614.5,non_veg,egg_allergy|soy_allergy,,fat_loss,84,intermediate,moderate,59.76,1537.6,9,6880.8,27.41,89.51,12,average,Grilled Fish Salad,Metabolic Conditioning,intermediate,58.58,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,Omega-rich fish with fresh vegetables and olive oil.,Use progressive overload and mix strength with conditioning.
42.35,681.15,veg,shellfish_allergy|soy_allergy,,fat_loss,34,advanced,high,53.7,2574.57,6,3257.92,33.82,93.92,11,average,Lentil Greens Salad,Sprint Interval Circuit,intermediate,54.45,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,High-fiber lentils with leafy greens and lemon dressing.,Use progressive overload and mix strength with conditioning.
17.48,611.3,non_veg,none,,fat_loss,76,intermediate,high,52.3,2006.53,10,10136.19,23.94,56.66,1,average,Grilled Fish Salad,Sprint Interval Circuit,intermediate,51.03,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,Omega-rich fish with fresh vegetables and olive oil.,Use progressive overload and mix strength with conditioning.
29.96,664.05,veg,none,,maintenance,56,beginner,moderate,74.47,3183.49,20,8069.5,24.46,72.58,0,average,Veggie Brown Rice Plate,Mobility and Core Flow,beginner,76.44,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
13.99,591.54,veg,none,,fat_loss,37,intermediate,moderate,105.6,2265.89,2,12843.09,27.9,84.24,7,good,Lentil Greens Salad,Metabolic Conditioning,intermediate,105.55,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,High-fiber lentils with leafy greens and lemon dressing.,Use progressive overload and mix strength with conditioning.
13.75,377.52,veg,none,,muscle,85,beginner,low,102.86,1835.37,10,10021.17,20.43,73.35,9,average,Tofu Power Bowl,Volume Hypertrophy Session,intermediate,103.24,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,"Balanced tofu bowl with quinoa, greens, and seeds.",Use progressive overload and mix strength with conditioning.
30.85,589.03,veg,soy_allergy,,maintenance,50,advanced,moderate,114.95,3058.08,10,13055.08,21.7,68.84,11,average,Veggie Brown Rice Plate,Hybrid Endurance Strength,advanced,115.73,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Brown rice with mixed vegetables and legumes.,"Periodize training, recover well, and target performance blocks."
16.73,397.11,veg,egg_allergy,,fat_loss,29,beginner,moderate,62.28,1304.7,18,14731.25,35.1,69.46,12,poor,Chickpea Spinach Stir Fry,HIIT Starter Circuit,beginner,59.04,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Plant-protein chickpeas with sauteed spinach.,"Focus on form, 3 sessions/week, and progressive consistency."
54.58,561.06,veg,none,,maintenance,74,advanced,high,58.85,1906.66,3,6532.62,20.38,52.7,5,average,Veggie Brown Rice Plate,Hybrid Endurance Strength,advanced,58.63,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Brown rice with mixed vegetables and legumes.,"Periodize training, recover well, and target performance blocks."
51.63,654.77,veg,egg_allergy|gluten_intolerance,,fat_loss,22,beginner,moderate,105.61,2707.32,11,12034.46,33.8,55.85,10,average,Quinoa Vegetable Plate,Express Bodyweight Burner,intermediate,105.86,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Gluten-aware quinoa plate with seasonal vegetables.,Use progressive overload and mix strength with conditioning.
53.5,358.41,veg,none,,muscle,64,beginner,high,116.98,1327.56,13,6518.02,24.17,81.4,6,good,High-Protein Chickpea Stir Fry,Full Body Strength Basics,advanced,114.7,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,High-protein chickpea meal for muscle gain.,"Periodize training, recover well, and target performance blocks."
14.23,422.58,non_veg,shellfish_allergy,,maintenance,48,intermediate,low,51.23,2539.83,21,2746.49,29.34,62.91,12,average,Lean Chicken Veg Plate,Strength and Cardio Mix,intermediate,55.07,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Shellfish-free lean chicken and vegetable plate.,Use progressive overload and mix strength with conditioning.
24.48,280.03,veg,gluten_intolerance,,maintenance,62,beginner,moderate,114.25,2591.72,3,6981.86,33.68,79.2,0,good,Quinoa Vegetable Plate,Mobility and Core Flow,beginner,114.76,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Gluten-aware quinoa plate with seasonal vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
45.77,665.43,non_veg,none,,muscle,66,beginner,low,113.21,3013.91,16,13290.46,18.11,74.56,4,average,High-Protein Grilled Chicken,Full Body Strength Basics,beginner,115.19,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,High-protein grilled chicken with vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
27.18,499.5,veg,none,,maintenance,77,intermediate,low,85.3,2201.18,9,9158.5,35.53,64.11,6,good,Veggie Brown Rice Plate,Strength and Cardio Mix,beginner,85.9,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
31.13,819.46,non_veg,none,,muscle,49,advanced,low,97.96,1401.43,15,12343.23,21.16,80.42,11,average,Chicken Quinoa Plate,Push Pull Legs Intense,intermediate,97.16,Barbell Back Squat|Bench Press|Bent-Over Row|Overhead Press|Conventional Deadlift,Lean chicken with quinoa and mixed vegetables.,Use progressive overload and mix strength with conditioning.
37.85,893.15,veg,gluten_intolerance,,muscle,77,advanced,moderate,53.19,1948.56,13,6225.41,27.42,83.58,3,average,Quinoa Vegetable Plate,Volume Hypertrophy Session,beginner,53.05,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,Gluten-aware quinoa plate with seasonal vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
50.3,872.47,non_veg,soy_allergy,,maintenance,73,beginner,low,84.36,1321.68,15,14590.18,25.77,48.17,3,good,Turkey Rice Bowl,Mobility and Core Flow,beginner,83.32,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
43.3,632.79,veg,none,,muscle,73,intermediate,moderate,61.76,2419.13,12,4055.04,35.54,51.56,8,average,High-Protein Chickpea Stir Fry,Upper Lower Strength Split,intermediate,62.49,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,High-protein chickpea meal for muscle gain.,Use progressive overload and mix strength with conditioning.
30.75,407.26,non_veg,none,,muscle,23,intermediate,high,78.42,3064.45,14,9534.84,28.02,87.77,4,good,Chicken Quinoa Plate,Express Bodyweight Burner,intermediate,79.01,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Lean chicken with quinoa and mixed vegetables.,Use progressive overload and mix strength with conditioning.
13.02,658.7,non_veg,none,,muscle,76,beginner,low,102.47,2473.59,3,7606.75,35.34,66.25,10,average,Chicken Quinoa Plate,Volume Hypertrophy Session,beginner,103.29,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,Lean chicken with quinoa and mixed vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
27.09,846.36,non_veg,egg_allergy,,fat_loss,65,advanced,low,116.83,1655.51,11,4512.81,31.22,63.58,12,average,Grilled Fish Salad,Athlete HIIT Blast,intermediate,116.2,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,Omega-rich fish with fresh vegetables and olive oil.,Use progressive overload and mix strength with conditioning.
50.94,481.31,non_veg,lactose_intolerance,,maintenance,31,beginner,moderate,67.62,2134.73,18,3693.43,34.96,85.06,0,good,Turkey Rice Bowl,Mobility and Core Flow,beginner,68.44,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
42.78,548.3,veg,egg_allergy|soy_allergy,,maintenance,33,beginner,high,84.8,1567.85,4,13093.42,29.28,56.71,7,poor,Chickpea Spinach Stir Fry,Mobility and Core Flow,intermediate,83.84,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Plant-protein chickpeas with sauteed spinach.,Use progressive overload and mix strength with conditioning.
52.35,814.37,veg,lactose_intolerance,,muscle,72,beginner,high,109.4,2075.74,4,16520.74,25.73,56.47,12,poor,High-Protein Chickpea Stir Fry,Full Body Strength Basics,advanced,108.44,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,High-protein chickpea meal for muscle gain.,"Periodize training, recover well, and target performance blocks."
20.0,784.53,non_veg,none,,muscle,89,intermediate,high,113.78,1464.85,15,6715.9,20.63,52.03,9,average,Chicken Quinoa Plate,Volume Hypertrophy Session,advanced,111.26,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,Lean chicken with quinoa and mixed vegetables.,"Periodize training, recover well, and target performance blocks."
40.49,298.93,veg,egg_allergy,,maintenance,70,advanced,moderate,68.73,2534.85,2,15929.05,22.98,59.66,2,poor,Chickpea Spinach Stir Fry,Hybrid Endurance Strength,beginner,68.91,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Plant-protein chickpeas with sauteed spinach.,"Focus on form, 3 sessions/week, and progressive consistency."
29.8,860.44,veg,none,,muscle,72,intermediate,low,108.93,2815.65,16,6611.17,32.18,85.81,1,good,Tofu Power Bowl,Upper Lower Strength Split,beginner,111.86,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,"Balanced tofu bowl with quinoa, greens, and seeds.","Focus on form, 3 sessions/week, and progressive consistency."
28.1,379.57,veg,none,,fat_loss,29,beginner,low,57.45,3024.68,4,6243.97,35.03,78.96,8,average,Lentil Greens Salad,HIIT Starter Circuit,beginner,57.96,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
32.01,599.6,non_veg,none,,fat_loss,89,intermediate,high,62.81,1490.29,3,10537.72,24.43,73.96,9,average,Grilled Fish Salad,Sprint Interval Circuit,advanced,62.19,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,Omega-rich fish with fresh vegetables and olive oil.,"Periodize training, recover well, and target performance blocks."
51.43,273.06,non_veg,egg_allergy,,maintenance,59,advanced,low,65.16,1765.99,23,11009.89,31.36,56.87,12,good,Turkey Rice Bowl,Hybrid Endurance Strength,intermediate,65.19,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
37.89,497.03,non_veg,none,,fat_loss,79,beginner,low,62.35,1984.96,15,9955.45,34.1,57.29,9,poor,Grilled Fish Salad,HIIT Starter Circuit,beginner,62.69,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
47.93,523.43,non_veg,none,,fat_loss,88,intermediate,moderate,108.4,1490.29,13,12714.91,20.68,55.8,8,good,Grilled Fish Salad,Metabolic Conditioning,advanced,105.93,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,Omega-rich fish with fresh vegetables and olive oil.,"Periodize training, recover well, and target performance blocks."
20.8,626.73,non_veg,none,,muscle,51,advanced,low,81.67,3138.64,14,14812.46,33.55,73.02,3,average,Chicken Quinoa Plate,Push Pull Legs Intense,beginner,83.37,Barbell Back Squat|Bench Press|Bent-Over Row|Overhead Press|Conventional Deadlift,Lean chicken with quinoa and mixed vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
12.5,370.18,non_veg,none,,fat_loss,52,beginner,low,89.49,2109.0,10,8307.83,33.83,64.65,5,good,Grilled Fish Salad,HIIT Starter Circuit,beginner,90.69,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
51.13,644.74,non_veg,lactose_intolerance|shellfish_allergy,,fat_loss,81,advanced,moderate,89.16,2514.17,16,4570.07,27.19,61.1,5,poor,Lean Chicken Veg Plate,Athlete HIIT Blast,beginner,89.63,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,Shellfish-free lean chicken and vegetable plate.,"Focus on form, 3 sessions/week, and progressive consistency."
22.09,605.36,non_veg,none,,muscle,38,beginner,moderate,106.7,1628.25,20,5119.0,20.17,52.63,0,good,Chicken Quinoa Plate,Full Body Strength Basics,intermediate,105.92,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,Lean chicken with quinoa and mixed vegetables.,Use progressive overload and mix strength with conditioning.
53.9,263.46,non_veg,none,,muscle,62,beginner,moderate,64.38,1613.05,3,15685.87,23.71,84.62,7,poor,High-Protein Grilled Chicken,Full Body Strength Basics,beginner,63.93,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,High-protein grilled chicken with vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
37.26,556.84,veg,none,,muscle,34,advanced,moderate,82.82,1810.59,11,14423.04,30.34,88.37,2,average,Tofu Power Bowl,Push Pull Legs Intense,beginner,82.22,Barbell Back Squat|Bench Press|Bent-Over Row|Overhead Press|Conventional Deadlift,"Balanced tofu bowl with quinoa, greens, and seeds.","Focus on form, 3 sessions/week, and progressive consistency."
22.2,714.64,veg,none,,maintenance,89,advanced,moderate,48.93,1498.87,12,3494.03,32.33,84.35,9,good,Veggie Brown Rice Plate,Hybrid Endurance Strength,intermediate,48.64,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Brown rice with mixed vegetables and legumes.,Use progressive overload and mix strength with conditioning.
43.16,612.61,non_veg,soy_allergy,,maintenance,45,advanced,moderate,66.52,1339.9,11,11712.31,29.99,52.69,2,good,Turkey Rice Bowl,Hybrid Endurance Strength,intermediate,65.04,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
19.01,636.88,non_veg,shellfish_allergy,,muscle,51,beginner,low,77.18,3169.04,3,11152.16,18.27,55.74,4,average,Lean Chicken Veg Plate,Full Body Strength Basics,beginner,77.99,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,Shellfish-free lean chicken and vegetable plate.,"Focus on form, 3 sessions/week, and progressive consistency."
23.84,846.03,non_veg,lactose_intolerance|nut_allergy,,maintenance,50,intermediate,moderate,106.87,1699.05,9,11003.22,33.21,64.33,9,average,Turkey Rice Bowl,Strength and Cardio Mix,intermediate,105.49,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
47.0,372.61,veg,none,,muscle,76,advanced,high,51.77,1330.57,17,11759.29,25.68,50.54,5,average,High-Protein Chickpea Stir Fry,Volume Hypertrophy Session,intermediate,47.61,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,High-protein chickpea meal for muscle gain.,Use progressive overload and mix strength with conditioning.
39.06,844.3,non_veg,lactose_intolerance|shellfish_allergy,,maintenance,53,beginner,low,85.43,3156.41,6,3510.16,30.19,49.81,10,average,Lean Chicken Veg Plate,Mobility and Core Flow,intermediate,87.38,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Shellfish-free lean chicken and vegetable plate.,Use progressive overload and mix strength with conditioning.
40.13,778.85,veg,shellfish_allergy,,fat_loss,73,beginner,high,76.16,1681.67,15,14333.69,21.01,90.08,12,average,Lentil Greens Salad,Sprint Interval Circuit,advanced,73.41,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,High-fiber lentils with leafy greens and lemon dressing.,"Periodize training, recover well, and target performance blocks."
53.08,297.55,veg,egg_allergy,,muscle,56,advanced,high,51.82,1534.61,5,14175.03,26.38,66.62,3,good,High-Protein Chickpea Stir Fry,Push Pull Legs Intense,intermediate,50.67,Barbell Back Squat|Bench Press|Bent-Over Row|Overhead Press|Conventional Deadlift,High-protein chickpea meal for muscle gain.,Use progressive overload and mix strength with conditioning.
47.78,344.44,veg,none,,muscle,47,beginner,moderate,56.19,2171.15,19,16628.73,32.67,69.9,7,good,High-Protein Chickpea Stir Fry,Full Body Strength Basics,intermediate,54.1,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,High-protein chickpea meal for muscle gain.,Use progressive overload and mix strength with conditioning.
18.59,536.84,non_veg,none,,fat_loss,72,advanced,moderate,108.08,2882.12,12,7667.67,17.79,77.48,1,average,Grilled Fish Salad,Athlete HIIT Blast,beginner,108.21,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
50.83,800.53,non_veg,none,,muscle,75,intermediate,low,114.6,1749.44,4,12294.32,27.04,53.8,11,poor,High-Protein Grilled Chicken,Volume Hypertrophy Session,beginner,114.88,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,High-protein grilled chicken with vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
44.45,427.24,non_veg,none,,maintenance,45,intermediate,low,102.6,3120.31,23,11552.92,20.36,57.9,0,good,Turkey Rice Bowl,Strength and Cardio Mix,beginner,105.31,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
19.47,480.41,veg,none,,fat_loss,32,intermediate,moderate,82.03,2630.09,4,4517.63,26.42,63.88,10,average,Lentil Greens Salad,Metabolic Conditioning,intermediate,81.97,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,High-fiber lentils with leafy greens and lemon dressing.,Use progressive overload and mix strength with conditioning.
48.39,451.2,veg,none,,muscle,84,advanced,low,81.91,2134.53,19,2849.43,17.23,69.98,9,average,High-Protein Chickpea Stir Fry,Volume Hypertrophy Session,beginner,83.37,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,High-protein chickpea meal for muscle gain.,"Focus on form, 3 sessions/week, and progressive consistency."
46.46,771.98,veg,lactose_intolerance,,fat_loss,69,beginner,moderate,77.89,3102.6,12,10277.11,24.93,78.97,10,average,Lentil Greens Salad,HIIT Starter Circuit,intermediate,78.73,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,Use progressive overload and mix strength with conditioning.
32.73,549.84,veg,none,,maintenance,56,intermediate,moderate,105.12,2581.68,23,11993.73,29.51,88.71,4,average,Veggie Brown Rice Plate,Strength and Cardio Mix,beginner,104.85,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
13.19,678.24,non_veg,none,,muscle,39,intermediate,moderate,51.39,2824.98,15,13964.63,35.16,91.87,11,average,Chicken Quinoa Plate,Upper Lower Strength Split,beginner,51.57,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,Lean chicken with quinoa and mixed vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
40.47,303.29,veg,none,,muscle,23,advanced,moderate,84.58,2091.84,22,2710.85,34.63,77.67,11,poor,Tofu Power Bowl,Express Bodyweight Burner,beginner,84.39,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,"Balanced tofu bowl with quinoa, greens, and seeds.","Focus on form, 3 sessions/week, and progressive consistency."
27.12,352.78,non_veg,lactose_intolerance|shellfish_allergy,,fat_loss,54,beginner,high,99.36,2874.12,14,15143.39,35.68,52.06,1,poor,Lean Chicken Veg Plate,Sprint Interval Circuit,beginner,99.14,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,Shellfish-free lean chicken and vegetable plate.,"Focus on form, 3 sessions/week, and progressive consistency."
54.85,267.45,veg,none,,maintenance,27,beginner,moderate,115.92,1906.11,8,9845.03,22.35,66.79,5,average,Veggie Brown Rice Plate,Mobility and Core Flow,intermediate,115.52,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Brown rice with mixed vegetables and legumes.,Use progressive overload and mix strength with conditioning.
53.82,864.71,non_veg,none,,muscle,30,intermediate,high,104.13,1381.92,9,9264.63,28.47,88.25,1,average,High-Protein Grilled Chicken,Upper Lower Strength Split,beginner,102.51,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,High-protein grilled chicken with vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
22.71,524.16,non_veg,none,,fat_loss,38,beginner,high,88.76,2703.12,11,8599.56,30.26,75.72,6,poor,Grilled Fish Salad,Sprint Interval Circuit,intermediate,88.99,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,Omega-rich fish with fresh vegetables and olive oil.,Use progressive overload and mix strength with conditioning.
44.93,566.26,veg,lactose_intolerance|shellfish_allergy,,maintenance,77,intermediate,low,99.1,1599.86,11,10613.3,28.55,68.9,4,good,Veggie Brown Rice Plate,Strength and Cardio Mix,beginner,98.16,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
49.98,466.19,non_veg,none,,fat_loss,50,intermediate,high,70.2,1954.67,24,13200.28,26.78,82.44,4,average,Grilled Fish Salad,Sprint Interval Circuit,intermediate,66.17,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,Omega-rich fish with fresh vegetables and olive oil.,Use progressive overload and mix strength with conditioning.
30.39,310.6,non_veg,lactose_intolerance,,fat_loss,27,intermediate,low,71.25,1332.02,7,6254.06,23.54,60.6,10,poor,Turkey Lettuce Wrap,Metabolic Conditioning,intermediate,72.19,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,Low-calorie turkey wraps with crunchy lettuce.,Use progressive overload and mix strength with conditioning.
51.01,262.15,non_veg,none,,fat_loss,36,advanced,moderate,81.3,1883.64,15,12028.73,30.23,48.5,11,good,Turkey Lettuce Wrap,Athlete HIIT Blast,advanced,80.5,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,Low-calorie turkey wraps with crunchy lettuce.,"Periodize training, recover well, and target performance blocks."
35.25,609.29,veg,none,,fat_loss,45,beginner,moderate,63.28,1926.83,23,5545.64,17.71,91.55,6,good,Lentil Greens Salad,HIIT Starter Circuit,intermediate,62.69,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,Use progressive overload and mix strength with conditioning.
24.83,520.99,non_veg,egg_allergy,,fat_loss,87,beginner,low,89.52,2107.04,2,15236.5,27.12,88.99,3,average,Grilled Fish Salad,HIIT Starter Circuit,beginner,89.33,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
15.05,706.47,veg,nut_allergy|soy_allergy,,muscle,41,intermediate,moderate,111.82,2630.24,7,14405.39,29.62,74.1,0,average,Tofu Power Bowl,Upper Lower Strength Split,beginner,111.9,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,"Balanced tofu bowl with quinoa, greens, and seeds.","Focus on form, 3 sessions/week, and progressive consistency."
13.69,817.31,veg,nut_allergy,,maintenance,63,beginner,low,104.3,3118.26,18,6426.63,18.96,56.55,3,average,Veggie Brown Rice Plate,Mobility and Core Flow,beginner,107.79,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
51.3,403.31,non_veg,lactose_intolerance,,fat_loss,49,beginner,moderate,80.96,2050.08,23,7535.63,32.96,53.66,5,average,Grilled Fish Salad,HIIT Starter Circuit,beginner,80.05,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
